site,extra,pair,detector_date,ncalls,qual,date,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE,TOTA,Hab05km,Hab10km,Hab15km,Hab20km,Hab25km,Hab30km,Hab35km,Hab40km,Hab45km,Hab50km,Hab55km,Hab60km,bug_count,min_temp,mean_temp
BECKR,0,0,SM6_20120620,63,4.404166666,20120620,0,1,0,0,1,0,0,1,0,0,0,5,4,0,0,12,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,17,23.32682927
BECKR,0,0,SM6_20120621,124,8.807499278,20120621,1,5,0,0,1,0,0,0,0,0,0,12,3,0,0,22,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,12.5,18.26260163
BECKR,0,0,SM6_20120622,180,11.50494596,20120622,0,2,0,0,4,0,0,0,0,0,0,19,5,0,0,30,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,12.7,19.69430894
COLAR,0,0,SM6_20120623,18,0.691071429,20120623,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,6.5,13.55934959
COLAR,0,0,SM6_20120624,20,0.653125,20120624,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,7.4,13.99268293
RIWRR,0,0,SM6_20120626,110,3.796862744,20120626,0,3,0,0,2,0,0,1,0,0,0,3,3,0,0,12,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,13,20.55284553
RIWRR,0,0,SM6_20120627,86,9.366111111,20120627,0,5,0,0,1,0,0,0,0,0,0,15,2,0,0,23,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,13.2,20.44146341
RIWRR,0,0,SM6_20120628,40,5.900333333,20120628,0,0,0,0,1,1,1,0,0,0,0,11,0,1,0,15,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,16.8,20.92926829
RIWRR,0,0,SM6_20120629,94,6.848708514,20120629,0,1,0,0,7,1,0,0,0,0,0,7,2,0,0,18,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,17.3,21.80813008
COWAP,0,1,SM6_20120630,111,7.538846319,20120630,0,5,0,0,3,0,0,0,3,0,0,4,6,0,0,21,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,21.1,24.80650407
COWAP,0,1,SM6_20120701,99,3.42477643,20120701,0,2,0,0,3,0,0,0,4,0,0,0,2,0,0,11,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,20.1,23.61532258
COWAP,0,1,SM6_20120702,69,5.081428571,20120702,0,1,0,0,1,1,0,0,3,0,0,2,5,0,0,13,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,13.8,19.16612903
COWAP,0,1,SM6_20120703,96,7.919468864,20120703,0,0,0,0,1,0,2,1,0,0,0,8,5,0,3,20,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,14.6,20.05564516
FNSUP,0,1,SM6_20120704,626,25.92867791,20120704,2,19,0,0,8,1,1,0,0,1,0,26,12,1,0,71,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,18.1,22.36774194
FNSUP,0,1,SM6_20120705,483,16.32511197,20120705,1,5,0,0,6,0,0,1,1,0,0,16,17,0,0,47,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,17.1,20.25403226
FNSUP,0,1,SM6_20120706,598,22.11467395,20120706,0,3,0,0,2,0,5,0,2,0,0,10,43,0,0,65,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,13.3,19.83870968
BECKR,0,0,SM6_20120707,31,1.09474359,20120707,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,17.6,22.912
BECKR,0,0,SM6_20120708,48,4.19047619,20120708,0,2,0,0,0,0,0,0,0,0,0,7,3,0,0,12,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,13.6,20.5528
BECKR,0,0,SM6_20120709,48,2.046880953,20120709,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,17.3,20.8568
BECKR,0,0,SM6_20120710,30,2.020111111,20120710,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,6,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,15.5,22.7112
SMMIX,1,0,SM6_20120711,1404,40.42929429,20120711,2,8,0,0,2,0,6,0,0,0,0,2,121,0,1,142,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,16.6,23.9944
SMMIX,1,0,SM6_20120712,958,32.05776553,20120712,1,27,2,0,3,0,3,0,0,1,0,4,52,6,0,99,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,17.1,21.78015873
SMMIX,1,0,SM6_20120713,573,23.85812331,20120713,2,14,0,0,1,0,3,0,1,0,0,1,52,4,0,78,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,15.8,19.59761905
RILAR,0,0,SM6_20120714,52,2.524708333,20120714,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0.32,0.39,0.42,0.5,0.6,0.65,0.69,0.72,0.74,0.76,0.77,0.77,,16,20.5468254
RILAR,0,0,SM6_20120715,18,1.112142857,20120715,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.32,0.39,0.42,0.5,0.6,0.65,0.69,0.72,0.74,0.76,0.77,0.77,,15.5,19.34920635
RILAR,0,0,SM6_20120716,63,1.625857143,20120716,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0.32,0.39,0.42,0.5,0.6,0.65,0.69,0.72,0.74,0.76,0.77,0.77,,17.9,20.72047244
RILAR,0,0,SM6_20120717,74,1.94647343,20120717,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0.32,0.39,0.42,0.5,0.6,0.65,0.69,0.72,0.74,0.76,0.77,0.77,,12.8,17.08661417
COHOP,0,1,SM6_20120718,808,48.43474516,20120718,1,9,0,0,47,1,0,0,0,0,0,53,10,0,1,122,,,,,,,,,,,,,,17.8,21.7519685
COHOP,0,1,SM6_20120719,810,37.44070447,20120719,4,35,0,0,5,2,3,0,0,1,0,28,14,0,0,92,,,,,,,,,,,,,,16.3,21.23937008
COHOP,0,1,SM6_20120720,475,22.45701184,20120720,1,19,0,0,5,0,1,0,0,0,0,13,14,1,1,55,,,,,,,,,,,,,,17.9,25.41953125
